number,values_0,values_1,datetime_start,datetime_complete,duration,params_cluster_selection_epsilon,params_min_cluster_size,params_min_dist,params_min_samples,params_n_components,params_n_neighbors,user_attrs_ccc_score,user_attrs_dbcv_score,user_attrs_n_clusters,user_attrs_outlier_ratio,system_attrs_NSGAIISampler:generation,state
225,0.7100324364217889,0.4452778781779402,2025-12-22 20:14:59.957618,2025-12-22 20:15:11.608270,0 days 00:00:11.650652,0.11,47,0.2,11,15,31,0.7100324364217889,0.4452778781779402,10,0.3338308457711443,4,COMPLETE
226,0.8249446208630905,0.4042942595679105,2025-12-22 20:15:11.609924,2025-12-22 20:15:21.326164,0 days 00:00:09.716240,0.12,2,0.23,15,8,11,0.8249446208630905,0.4042942595679105,3,0.0029850746268656717,4,COMPLETE
227,0.0,-0.276786021313452,2025-12-22 20:15:21.328056,2025-12-22 20:15:32.033379,0 days 00:00:10.705323,0.13,3,0.25,15,3,47,0.0,-0.276786021313452,2,0.0009950248756218905,4,COMPLETE
228,0.4784674072359487,0.5918940998602963,2025-12-22 20:15:32.034602,2025-12-22 20:15:42.357086,0 days 00:00:10.322484,0.21,2,0.3,16,11,18,0.4784674072359487,0.5918940998602963,32,0.44676616915422884,4,COMPLETE
229,0.6398322693883363,0.4122920777254947,2025-12-22 20:15:42.358340,2025-12-22 20:15:52.743977,0 days 00:00:10.385637,0.04,42,0.1,16,8,30,0.6398322693883363,0.4122920777254947,10,0.32139303482587067,4,COMPLETE
230,0.6030362926895455,0.5722407554241242,2025-12-22 20:15:52.745772,2025-12-22 20:16:01.387361,0 days 00:00:08.641589,0.06,32,0.05,16,10,4,0.6030362926895455,0.5722407554241242,21,0.1373134328358209,4,COMPLETE
231,0.8458483776196606,-0.11355351049809652,2025-12-22 20:16:01.389014,2025-12-22 20:16:12.445495,0 days 00:00:11.056481,0.08,14,0.21,15,7,34,0.8458483776196606,-0.11355351049809652,3,0.00845771144278607,4,COMPLETE
232,0.5258351915190904,0.546213461849406,2025-12-22 20:16:12.447290,2025-12-22 20:16:22.145810,0 days 00:00:09.698520,0.04,29,0.11,16,9,12,0.5258351915190904,0.546213461849406,16,0.22238805970149253,4,COMPLETE
233,0.8243195397671446,0.07860479637128946,2025-12-22 20:16:22.147767,2025-12-22 20:16:33.011742,0 days 00:00:10.863975,0.01,14,0.21,15,8,31,0.8243195397671446,0.07860479637128946,3,0.014427860696517412,4,COMPLETE
234,0.7338564685306357,0.47407791126662885,2025-12-22 20:16:33.013528,2025-12-22 20:16:44.834299,0 days 00:00:11.820771,0.19,50,0.22,15,14,42,0.7338564685306357,0.47407791126662885,8,0.3373134328358209,4,COMPLETE
235,0.5974048546820045,0.34849043728965595,2025-12-22 20:16:44.836008,2025-12-22 20:16:55.240042,0 days 00:00:10.404034,0.06,48,0.3,15,6,31,0.5974048546820045,0.34849043728965595,10,0.40746268656716417,4,COMPLETE
236,0.6864658254332991,-0.06788926502164994,2025-12-22 20:16:55.241873,2025-12-22 20:17:04.530215,0 days 00:00:09.288342,0.12,47,0.19,2,4,12,0.6864658254332991,-0.06788926502164994,11,0.13880597014925372,4,COMPLETE
237,0.0,0.20232271350894743,2025-12-22 20:17:04.531861,2025-12-22 20:17:15.633591,0 days 00:00:11.101730,0.06,12,0.24,19,6,42,0.0,0.20232271350894743,2,0.012437810945273632,4,COMPLETE
238,0.5169995765156347,0.6291463250173898,2025-12-22 20:17:15.635221,2025-12-22 20:17:24.356190,0 days 00:00:08.720969,0.21,10,0.18,16,12,4,0.5169995765156347,0.6291463250173898,30,0.27611940298507465,4,COMPLETE
239,0.8269448086205721,0.5181670785183855,2025-12-22 20:17:24.357626,2025-12-22 20:17:34.895747,0 days 00:00:10.538121,0.21,2,0.21,15,11,18,0.8269448086205721,0.5181670785183855,3,0.0,4,COMPLETE
240,0.63649165333815,0.45703092876926654,2025-12-22 20:17:34.897590,2025-12-22 20:17:44.234954,0 days 00:00:09.337364,0.2,36,0.16,14,13,7,0.63649165333815,0.45703092876926654,14,0.2537313432835821,4,COMPLETE
241,0.8245950852855517,0.35754999155179634,2025-12-22 20:17:44.236548,2025-12-22 20:17:55.153304,0 days 00:00:10.916756,0.25,3,0.18,10,11,24,0.8245950852855517,0.35754999155179634,3,0.0009950248756218905,4,COMPLETE
242,0.8452825497597842,-0.06785121364052056,2025-12-22 20:17:55.154682,2025-12-22 20:18:05.960479,0 days 00:00:10.805797,0.11,14,0.2,11,6,34,0.8452825497597842,-0.06785121364052056,3,0.0009950248756218905,4,COMPLETE
243,0.8251043134062207,0.32131092451776755,2025-12-22 20:18:05.961675,2025-12-22 20:18:16.879572,0 days 00:00:10.917897,0.21,3,0.21,15,11,24,0.8251043134062207,0.32131092451776755,3,0.003980099502487562,4,COMPLETE
244,0.5972047280226169,0.49737159411889786,2025-12-22 20:18:16.881406,2025-12-22 20:18:28.027441,0 days 00:00:11.146035,0.11,27,0.2,11,12,34,0.5972047280226169,0.49737159411889786,15,0.34676616915422886,4,COMPLETE
245,0.8594599311336539,-0.3169512777351452,2025-12-22 20:18:28.029231,2025-12-22 20:18:38.249283,0 days 00:00:10.220052,0.22,14,0.06,16,2,34,0.8594599311336539,-0.3169512777351452,3,0.0,4,COMPLETE
246,0.5190473452287307,0.49342677153330033,2025-12-22 20:18:38.251094,2025-12-22 20:18:48.114230,0 days 00:00:09.863136,0.12,14,0.15,9,7,14,0.5190473452287307,0.49342677153330033,37,0.2855721393034826,4,COMPLETE
247,0.5685687914296531,0.3386088953077268,2025-12-22 20:18:48.116039,2025-12-22 20:18:59.647657,0 days 00:00:11.531618,0.06,8,0.07,2,8,49,0.5685687914296531,0.3386088953077268,74,0.23781094527363184,4,COMPLETE
248,0.513763450788376,0.5537078349107809,2025-12-22 20:18:59.649426,2025-12-22 20:19:10.161208,0 days 00:00:10.511782,0.06,14,0.06,15,6,31,0.513763450788376,0.5537078349107809,30,0.32686567164179103,4,COMPLETE
249,0.48495972840555046,0.551712188726389,2025-12-22 20:19:10.162450,2025-12-22 20:19:20.829076,0 days 00:00:10.666626,0.25,2,0.18,9,11,18,0.48495972840555046,0.551712188726389,68,0.36716417910447763,4,COMPLETE
250,0.0,-0.44820848972597954,2025-12-22 20:19:20.830934,2025-12-22 20:19:30.705576,0 days 00:00:09.874642,0.25,41,0.19,10,2,24,0.0,-0.44820848972597954,2,0.02437810945273632,5,COMPLETE
251,0.0,0.25239650811765624,2025-12-22 20:19:30.706878,2025-12-22 20:19:40.943839,0 days 00:00:10.236961,0.08,20,0.18,18,4,24,0.0,0.25239650811765624,2,0.011940298507462687,5,COMPLETE
