number,values_0,values_1,datetime_start,datetime_complete,duration,params_cluster_selection_epsilon,params_min_cluster_size,params_min_dist,params_min_samples,params_n_components,params_n_neighbors,user_attrs_ccc_score,user_attrs_dbcv_score,user_attrs_n_clusters,user_attrs_outlier_ratio,system_attrs_NSGAIISampler:generation,state
60,0.5115386471338103,0.47511794845726407,2025-12-22 19:48:59.441251,2025-12-22 19:49:10.490233,0 days 00:00:11.048982,0.25,8,0.12,6,7,29,0.5115386471338103,0.47511794845726407,51,0.23980099502487562,1,COMPLETE
61,0.0,0.8829741470416222,2025-12-22 19:49:10.492030,2025-12-22 19:49:21.486498,0 days 00:00:10.994468,0.25,15,0.3,7,7,28,0.0,0.8829741470416222,2,0.0,1,COMPLETE
62,0.0,0.9471518690978744,2025-12-22 19:49:21.488165,2025-12-22 19:49:34.369952,0 days 00:00:12.881787,0.01,38,0.14,3,15,50,0.0,0.9471518690978744,2,0.0,1,COMPLETE
63,0.0,0.9064232925409602,2025-12-22 19:49:34.371762,2025-12-22 19:49:45.935894,0 days 00:00:11.564132,0.26,50,0.29,18,14,25,0.0,0.9064232925409602,2,0.0,1,COMPLETE
64,0.0,0.8657794485696572,2025-12-22 19:49:45.937747,2025-12-22 19:49:56.422762,0 days 00:00:10.485015,0.05,41,0.19,3,7,18,0.0,0.8657794485696572,2,0.0,1,COMPLETE
65,0.0,0.020984436956885375,2025-12-22 19:49:56.424441,2025-12-22 19:50:05.043447,0 days 00:00:08.619006,0.01,42,0.3,7,2,4,0.0,0.020984436956885375,2,0.011940298507462687,1,COMPLETE
66,0.0,0.8598464457248463,2025-12-22 19:50:05.045193,2025-12-22 19:50:15.128098,0 days 00:00:10.082905,0.12,7,0.23,16,7,13,0.0,0.8598464457248463,2,0.0,1,COMPLETE
67,0.0,0.865728547591548,2025-12-22 19:50:15.129915,2025-12-22 19:50:24.907600,0 days 00:00:09.777685,0.3,35,0.22,13,6,11,0.0,0.865728547591548,2,0.0,1,COMPLETE
68,0.0,0.9194886657373401,2025-12-22 19:50:24.909468,2025-12-22 19:50:36.403377,0 days 00:00:11.493909,0.19,41,0.21,2,11,34,0.0,0.9194886657373401,2,0.0,1,COMPLETE
69,0.0,0.9436317481244901,2025-12-22 19:50:36.405175,2025-12-22 19:50:48.392517,0 days 00:00:11.987342,0.16,14,0.13,12,12,45,0.0,0.9436317481244901,2,0.0,1,COMPLETE
70,0.0,0.010681020737657223,2025-12-22 19:50:48.393803,2025-12-22 19:50:58.810401,0 days 00:00:10.416598,0.06,27,0.03,10,7,2,0.0,0.010681020737657223,2,0.3124378109452736,1,COMPLETE
71,0.0,0.6172745714739403,2025-12-22 19:50:58.812426,2025-12-22 19:51:08.448195,0 days 00:00:09.635769,0.19,50,0.23,13,2,15,0.0,0.6172745714739403,2,0.0,1,COMPLETE
72,0.0,0.9309007548251071,2025-12-22 19:51:08.449369,2025-12-22 19:51:20.971819,0 days 00:00:12.522450,0.11,27,0.29,18,15,39,0.0,0.9309007548251071,2,0.0,1,COMPLETE
73,0.0,0.9541478530523735,2025-12-22 19:51:20.973037,2025-12-22 19:51:33.015687,0 days 00:00:12.042650,0.18,46,0.11,9,13,41,0.0,0.9541478530523735,2,0.0,1,COMPLETE
74,0.0,0.9363630033062381,2025-12-22 19:51:33.016944,2025-12-22 19:51:44.440879,0 days 00:00:11.423935,0.3,40,0.08,9,11,31,0.0,0.9363630033062381,2,0.0,1,COMPLETE
75,0.5438836365808732,0.35058649844059264,2025-12-22 19:51:44.442129,2025-12-22 19:51:54.505766,0 days 00:00:10.063637,0.22,41,0.0,2,8,15,0.5438836365808732,0.35058649844059264,20,0.19402985074626866,1,COMPLETE
76,0.0,0.9219152867691185,2025-12-22 19:51:54.507540,2025-12-22 19:52:06.156512,0 days 00:00:11.648972,0.05,42,0.22,17,10,45,0.0,0.9219152867691185,2,0.0,1,COMPLETE
77,0.0,0.9383737078419182,2025-12-22 19:52:06.158466,2025-12-22 19:52:17.834504,0 days 00:00:11.676038,0.13,44,0.02,6,14,24,0.0,0.9383737078419182,2,0.0,1,COMPLETE
78,0.0,0.9344739035787165,2025-12-22 19:52:17.836202,2025-12-22 19:52:29.594944,0 days 00:00:11.758742,0.26,38,0.2,3,15,22,0.0,0.9344739035787165,2,0.0,1,COMPLETE
79,0.7779458300109655,0.4712823716967355,2025-12-22 19:52:29.596395,2025-12-22 19:52:39.676191,0 days 00:00:10.079796,0.27,44,0.01,14,13,11,0.7779458300109655,0.4712823716967355,11,0.0890547263681592,1,COMPLETE
80,0.4342330815748235,0.5649475767556706,2025-12-22 19:52:39.677505,2025-12-22 19:52:50.911052,0 days 00:00:11.233547,0.04,6,0.03,3,10,18,0.4342330815748235,0.5649475767556706,105,0.15920398009950248,1,COMPLETE
81,0.3933928330143787,0.41209024130512123,2025-12-22 19:52:50.912480,2025-12-22 19:53:02.366069,0 days 00:00:11.453589,0.25,5,0.2,2,8,34,0.3933928330143787,0.41209024130512123,89,0.17313432835820897,1,COMPLETE
82,0.0,0.8766999463962335,2025-12-22 19:53:02.367970,2025-12-22 19:53:12.428951,0 days 00:00:10.060981,0.22,8,0.09,14,3,21,0.0,0.8766999463962335,2,0.0,1,COMPLETE
83,0.0,0.9312846563079682,2025-12-22 19:53:12.430287,2025-12-22 19:53:23.941495,0 days 00:00:11.511208,0.03,30,0.15,1,8,49,0.0,0.9312846563079682,2,0.0,1,COMPLETE
84,0.0,0.7856976534064822,2025-12-22 19:53:23.943368,2025-12-22 19:53:33.574543,0 days 00:00:09.631175,0.25,3,0.1,14,2,15,0.0,0.7856976534064822,2,0.0,1,COMPLETE
85,0.5100327706789677,0.4486750725326001,2025-12-22 19:53:33.576359,2025-12-22 19:53:43.994320,0 days 00:00:10.417961,0.09,18,0.13,3,14,10,0.5100327706789677,0.4486750725326001,37,0.12736318407960198,1,COMPLETE
86,0.0,0.8903254161343792,2025-12-22 19:53:43.995902,2025-12-22 19:53:54.546104,0 days 00:00:10.550202,0.24,47,0.29,3,15,10,0.0,0.8903254161343792,2,0.0,1,COMPLETE
87,0.0,0.8410257416051373,2025-12-22 19:53:54.547358,2025-12-22 19:54:04.561534,0 days 00:00:10.014176,0.16,8,0.22,17,5,16,0.0,0.8410257416051373,2,0.0,1,COMPLETE
88,0.0,0.9139072582251275,2025-12-22 19:54:04.562776,2025-12-22 19:54:15.603846,0 days 00:00:11.041070,0.09,5,0.2,9,8,34,0.0,0.9139072582251275,2,0.0,1,COMPLETE
89,0.0,0.9108273196353927,2025-12-22 19:54:15.605797,2025-12-22 19:54:27.170106,0 days 00:00:11.564309,0.02,24,0.3,7,15,20,0.0,0.9108273196353927,2,0.0,1,COMPLETE
90,0.0,0.9109429340928468,2025-12-22 19:54:27.171382,2025-12-22 19:54:37.341168,0 days 00:00:10.169786,0.12,35,0.28,17,10,13,0.0,0.9109429340928468,2,0.0,1,COMPLETE
91,0.0,0.9474303745706942,2025-12-22 19:54:37.342418,2025-12-22 19:54:49.500138,0 days 00:00:12.157720,0.15,14,0.1,9,13,45,0.0,0.9474303745706942,2,0.0,1,COMPLETE
92,0.0,0.9193291527900823,2025-12-22 19:54:49.501613,2025-12-22 19:55:00.975488,0 days 00:00:11.473875,0.04,7,0.23,12,10,38,0.0,0.9193291527900823,2,0.0,1,COMPLETE
93,0.0,0.9368628465330058,2025-12-22 19:55:00.976744,2025-12-22 19:55:12.829569,0 days 00:00:11.852825,0.05,38,0.2,7,10,50,0.0,0.9368628465330058,2,0.0,1,COMPLETE
94,0.0,0.9300128934994405,2025-12-22 19:55:12.830800,2025-12-22 19:55:24.633728,0 days 00:00:11.802928,0.19,27,0.08,8,15,25,0.0,0.9300128934994405,2,0.0,1,COMPLETE
95,0.0,0.9171536780880003,2025-12-22 19:55:24.635115,2025-12-22 19:55:35.695675,0 days 00:00:11.060560,0.08,45,0.04,12,4,50,0.0,0.9171536780880003,2,0.0,1,COMPLETE
96,0.0,0.9505574432717591,2025-12-22 19:55:35.697478,2025-12-22 19:55:47.971089,0 days 00:00:12.273611,0.29,41,0.0,13,15,34,0.0,0.9505574432717591,2,0.0,1,COMPLETE
97,0.6169556765287157,0.4298831383048053,2025-12-22 19:55:47.972924,2025-12-22 19:55:58.665277,0 days 00:00:10.692353,0.19,27,0.03,4,9,25,0.6169556765287157,0.4298831383048053,26,0.2054726368159204,1,COMPLETE
98,0.0,0.9275490726913176,2025-12-22 19:55:58.666569,2025-12-22 19:56:09.678032,0 days 00:00:11.011463,0.08,44,0.11,17,13,19,0.0,0.9275490726913176,2,0.0,1,COMPLETE
99,0.0,0.9596949607130412,2025-12-22 19:56:09.679785,2025-12-22 19:56:21.130422,0 days 00:00:11.450637,0.27,44,0.01,12,9,42,0.0,0.9596949607130412,2,0.0,1,COMPLETE
100,0.0,0.9568795510053003,2025-12-22 19:56:21.132014,2025-12-22 19:56:33.482120,0 days 00:00:12.350106,0.18,38,0.02,10,14,44,0.0,0.9568795510053003,2,0.0,2,COMPLETE
101,0.6066033318526146,0.4068062338206209,2025-12-22 19:56:33.484378,2025-12-22 19:56:43.181647,0 days 00:00:09.697269,0.01,24,0.12,6,12,8,0.6066033318526146,0.4068062338206209,26,0.14875621890547264,2,COMPLETE
102,0.0,0.8491240987044023,2025-12-22 19:56:43.183528,2025-12-22 19:56:53.787848,0 days 00:00:10.604320,0.18,44,0.1,7,2,43,0.0,0.8491240987044023,2,0.0,2,COMPLETE
103,0.4493329924546756,0.6057209871030077,2025-12-22 19:56:53.789131,2025-12-22 19:57:02.253699,0 days 00:00:08.464568,0.06,7,0.08,18,2,4,0.4493329924546756,0.6057209871030077,34,0.3716417910447761,2,COMPLETE
104,0.0,0.908205624808672,2025-12-22 19:57:02.255088,2025-12-22 19:57:13.261922,0 days 00:00:11.006834,0.01,15,0.12,6,7,29,0.0,0.908205624808672,2,0.0,2,COMPLETE
105,0.5585739478192844,0.3425838244301324,2025-12-22 19:57:13.263762,2025-12-22 19:57:23.525541,0 days 00:00:10.261779,0.21,33,0.03,4,5,25,0.5585739478192844,0.3425838244301324,17,0.13233830845771144,2,COMPLETE
106,0.0,0.9607601227823008,2025-12-22 19:57:23.527336,2025-12-22 19:57:36.082635,0 days 00:00:12.555299,0.26,39,0.02,10,15,39,0.0,0.9607601227823008,2,0.0,2,COMPLETE
