number,values_0,values_1,datetime_start,datetime_complete,duration,params_cluster_selection_epsilon,params_min_cluster_size,params_min_dist,params_min_samples,params_n_components,params_n_neighbors,user_attrs_ccc_score,user_attrs_dbcv_score,user_attrs_n_clusters,user_attrs_outlier_ratio,system_attrs_NSGAIISampler:generation,state
72,0.5551748359714375,0.14360657050293796,2025-12-22 19:46:22.501831,2025-12-22 19:46:31.957856,0 days 00:00:09.456025,0.14,46,0.19,2,6,11,0.5551748359714375,0.14360657050293796,12,0.28308457711442786,1,COMPLETE
73,0.6113505360868056,0.44505410281878854,2025-12-22 19:46:31.959347,2025-12-22 19:46:42.886007,0 days 00:00:10.926660,0.07,7,0.28,8,6,40,0.6113505360868056,0.44505410281878854,40,0.44925373134328356,1,COMPLETE
74,0.599241227910995,0.3708195433032895,2025-12-22 19:46:42.887889,2025-12-22 19:46:53.542793,0 days 00:00:10.654904,0.3,46,0.18,7,9,29,0.599241227910995,0.3708195433032895,13,0.3572139303482587,1,COMPLETE
75,0.0,-0.5165040047530661,2025-12-22 19:46:53.544643,2025-12-22 19:47:03.284290,0 days 00:00:09.739647,0.08,31,0.24,3,2,17,0.0,-0.5165040047530661,2,0.019402985074626865,1,COMPLETE
76,0.7881636856223962,0.27811618780993924,2025-12-22 19:47:03.286013,2025-12-22 19:47:13.654880,0 days 00:00:10.368867,0.17,48,0.26,5,12,16,0.7881636856223962,0.27811618780993924,9,0.23980099502487562,1,COMPLETE
77,0.5753527272186464,0.48711754123670997,2025-12-22 19:47:13.656722,2025-12-22 19:47:23.941328,0 days 00:00:10.284606,0.08,15,0.12,7,4,29,0.5753527272186464,0.48711754123670997,36,0.3049751243781095,1,COMPLETE
78,0.5845894532966945,0.3681792086352534,2025-12-22 19:47:23.943180,2025-12-22 19:47:35.784171,0 days 00:00:11.840991,0.28,19,0.17,5,14,37,0.5845894532966945,0.3681792086352534,28,0.3044776119402985,1,COMPLETE
79,0.0,-0.23102547798992176,2025-12-22 19:47:35.785995,2025-12-22 19:47:45.333275,0 days 00:00:09.547280,0.1,29,0.16,15,2,14,0.0,-0.23102547798992176,2,0.0024875621890547263,1,COMPLETE
80,0.44835362693390546,0.5198717537149493,2025-12-22 19:47:45.335257,2025-12-22 19:47:56.099930,0 days 00:00:10.764673,0.27,3,0.02,8,6,29,0.44835362693390546,0.5198717537149493,48,0.22587064676616916,1,COMPLETE
81,0.4875380723180545,0.4675031107666852,2025-12-22 19:47:56.101400,2025-12-22 19:48:06.278061,0 days 00:00:10.176661,0.2,9,0.02,2,9,11,0.4875380723180545,0.4675031107666852,73,0.12587064676616916,1,COMPLETE
82,0.5181434333476989,0.5000654937245776,2025-12-22 19:48:06.279363,2025-12-22 19:48:17.399173,0 days 00:00:11.119810,0.27,13,0.16,8,11,30,0.5181434333476989,0.5000654937245776,36,0.3194029850746269,1,COMPLETE
83,0.7610308023865128,0.26197980611807475,2025-12-22 19:48:17.401161,2025-12-22 19:48:28.365947,0 days 00:00:10.964786,0.13,46,0.19,7,10,35,0.7610308023865128,0.26197980611807475,10,0.33482587064676617,1,COMPLETE
84,0.5543214690957241,0.4739947980125955,2025-12-22 19:48:28.367740,2025-12-22 19:48:39.580640,0 days 00:00:11.212900,0.19,12,0.27,5,9,41,0.5543214690957241,0.4739947980125955,38,0.3920398009950249,1,COMPLETE
85,0.6684550290276815,0.3122813876246584,2025-12-22 19:48:39.582432,2025-12-22 19:48:50.466067,0 days 00:00:10.883635,0.2,50,0.06,9,7,35,0.6684550290276815,0.3122813876246584,9,0.2228855721393035,1,COMPLETE
86,0.5589374241679469,0.43586848631833514,2025-12-22 19:48:50.467505,2025-12-22 19:49:01.098062,0 days 00:00:10.630557,0.08,15,0.14,7,4,43,0.5589374241679469,0.43586848631833514,34,0.345273631840796,1,COMPLETE
87,0.0,0.7222644434555083,2025-12-22 19:49:01.099947,2025-12-22 19:49:12.745553,0 days 00:00:11.645606,0.21,28,0.07,14,15,22,0.0,0.7222644434555083,2,0.0024875621890547263,1,COMPLETE
88,0.5927398383099158,0.4068853213687336,2025-12-22 19:49:12.747301,2025-12-22 19:49:23.544777,0 days 00:00:10.797476,0.22,23,0.01,5,9,29,0.5927398383099158,0.4068853213687336,28,0.21243781094527364,1,COMPLETE
89,0.0,0.5279977955901544,2025-12-22 19:49:23.546287,2025-12-22 19:49:34.355814,0 days 00:00:10.809527,0.23,20,0.21,10,12,18,0.0,0.5279977955901544,2,0.004477611940298508,1,COMPLETE
90,0.659065834870385,0.38580327432647715,2025-12-22 19:49:34.357224,2025-12-22 19:49:44.192332,0 days 00:00:09.835108,0.2,35,0.07,20,3,24,0.659065834870385,0.38580327432647715,12,0.354726368159204,1,COMPLETE
91,0.5421643076500666,0.45520471480491764,2025-12-22 19:49:44.194232,2025-12-22 19:49:54.924217,0 days 00:00:10.729985,0.2,9,0.22,6,5,34,0.5421643076500666,0.45520471480491764,53,0.39552238805970147,1,COMPLETE
92,0.5609168461857184,0.562326013588096,2025-12-22 19:49:54.926203,2025-12-22 19:50:06.072990,0 days 00:00:11.146787,0.18,5,0.08,12,14,21,0.5609168461857184,0.562326013588096,41,0.33681592039800995,1,COMPLETE
93,0.4585137565590003,0.48260869784471083,2025-12-22 19:50:06.074815,2025-12-22 19:50:17.152653,0 days 00:00:11.077838,0.2,9,0.04,7,5,46,0.4585137565590003,0.48260869784471083,47,0.2746268656716418,1,COMPLETE
94,0.5993314659865142,0.32167701476621297,2025-12-22 19:50:17.154453,2025-12-22 19:50:28.692888,0 days 00:00:11.538435,0.12,45,0.17,11,13,37,0.5993314659865142,0.32167701476621297,10,0.32935323383084575,1,COMPLETE
95,0.6010861390772165,0.3184800722081878,2025-12-22 19:50:28.694284,2025-12-22 19:50:39.999182,0 days 00:00:11.304898,0.01,43,0.16,8,13,30,0.6010861390772165,0.3184800722081878,10,0.2835820895522388,1,COMPLETE
96,0.5789652465166713,0.4546449857163049,2025-12-22 19:50:40.000903,2025-12-22 19:50:50.864880,0 days 00:00:10.863977,0.23,10,0.21,10,5,46,0.5789652465166713,0.4546449857163049,34,0.4407960199004975,1,COMPLETE
97,0.5513383456763585,0.2678192114131118,2025-12-22 19:50:50.866643,2025-12-22 19:51:01.371971,0 days 00:00:10.505328,0.29,28,0.3,4,6,29,0.5513383456763585,0.2678192114131118,19,0.36218905472636814,1,COMPLETE
98,0.46699543073100763,0.605599234350829,2025-12-22 19:51:01.373614,2025-12-22 19:51:11.756863,0 days 00:00:10.383249,0.24,2,0.16,12,5,24,0.46699543073100763,0.605599234350829,50,0.427363184079602,1,COMPLETE
99,0.9042562279521016,0.2796650659962502,2025-12-22 19:51:11.758702,2025-12-22 19:51:22.515554,0 days 00:00:10.756852,0.05,44,0.26,20,11,26,0.9042562279521016,0.2796650659962502,6,0.49701492537313435,1,COMPLETE
100,0.4980843336579481,0.26528428472939697,2025-12-22 19:51:22.517266,2025-12-22 19:51:32.968940,0 days 00:00:10.451674,0.3,28,0.28,8,6,29,0.4980843336579481,0.26528428472939697,15,0.3283582089552239,2,COMPLETE
101,0.5422626257541614,0.5802487086198811,2025-12-22 19:51:32.970349,2025-12-22 19:51:44.866173,0 days 00:00:11.895824,0.14,10,0.02,20,15,32,0.5422626257541614,0.5802487086198811,24,0.3238805970149254,2,COMPLETE
102,0.0,0.18130417688797323,2025-12-22 19:51:44.867513,2025-12-22 19:51:54.481544,0 days 00:00:09.614031,0.12,31,0.19,17,15,5,0.0,0.18130417688797323,2,0.014925373134328358,2,COMPLETE
103,0.5568823396087726,0.39444652036775446,2025-12-22 19:51:54.483260,2025-12-22 19:52:05.710752,0 days 00:00:11.227492,0.04,7,0.28,20,12,33,0.5568823396087726,0.39444652036775446,18,0.4462686567164179,2,COMPLETE
104,0.6148668554341127,0.2950133917918726,2025-12-22 19:52:05.712616,2025-12-22 19:52:16.192609,0 days 00:00:10.479993,0.04,45,0.02,7,11,19,0.6148668554341127,0.2950133917918726,12,0.19701492537313434,2,COMPLETE
105,0.634650824300597,0.3320086823030186,2025-12-22 19:52:16.194332,2025-12-22 19:52:24.668502,0 days 00:00:08.474170,0.2,31,0.04,9,7,3,0.634650824300597,0.3320086823030186,14,0.14875621890547264,2,COMPLETE
